epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
130,3260.06,0.45525,0.35239,0.3008,1.07138,0.9971,0.93598,0.96069,0.94712,0.99565,0.93462,0.96014,0.948,0.15234,0.57297,0.24532,0.82999,0.005743,0.005743,0.005743
131,3284.88,0.44617,0.34789,0.29699,1.06624,0.99557,0.94422,0.9641,0.95107,0.99413,0.94286,0.96224,0.95042,0.15166,0.55993,0.21119,0.82341,0.00571,0.00571,0.00571
132,3309.76,0.45086,0.34628,0.29665,1.06059,0.99001,0.94387,0.95927,0.94579,0.98858,0.94251,0.95831,0.94509,0.16609,0.53067,0.25653,0.83195,0.005677,0.005677,0.005677
133,3334.99,0.44772,0.32659,0.29333,1.06399,0.99144,0.94522,0.9625,0.9493,0.99144,0.94522,0.96201,0.94962,0.14697,0.60085,0.24846,0.82685,0.005644,0.005644,0.005644
134,3359.93,0.44351,0.3378,0.29407,1.05716,0.99564,0.94422,0.9673,0.94969,0.99421,0.94286,0.96806,0.95191,0.16014,0.59099,0.24167,0.83861,0.005611,0.005611,0.005611
135,3384.76,0.44928,0.34107,0.29711,1.06569,0.99285,0.94397,0.96052,0.9479,0.99141,0.94261,0.95941,0.94662,0.14353,0.57516,0.23518,0.83216,0.005578,0.005578,0.005578
136,3409.64,0.45264,0.36236,0.29649,1.06533,0.99132,0.94286,0.95888,0.94645,0.98989,0.9415,0.9584,0.94462,0.14767,0.48868,0.22802,0.82695,0.005545,0.005545,0.005545
137,3434.46,0.44874,0.33301,0.2993,1.05914,0.99004,0.9466,0.96196,0.94628,0.98862,0.94524,0.95544,0.94471,0.15627,0.56959,0.26032,0.82675,0.005512,0.005512,0.005512
138,3459.35,0.44267,0.34078,0.29432,1.05712,0.99255,0.94558,0.96627,0.95138,0.99255,0.94558,0.96637,0.94994,0.14517,0.58325,0.20784,0.82498,0.005479,0.005479,0.005479
139,3484.2,0.44147,0.34252,0.29185,1.06229,0.99146,0.94814,0.97337,0.95613,0.98705,0.94966,0.97228,0.95658,0.15025,0.59834,0.2045,0.82583,0.005446,0.005446,0.005446
140,3509.05,0.43508,0.34208,0.28832,1.04888,0.99237,0.94558,0.96656,0.95227,0.99094,0.94422,0.96365,0.95064,0.14235,0.57724,0.21792,0.81934,0.005413,0.005413,0.005413
141,3533.92,0.44428,0.34424,0.29781,1.06093,0.98697,0.94966,0.97234,0.95657,0.98555,0.9483,0.96982,0.95517,0.14819,0.62841,0.20686,0.82614,0.00538,0.00538,0.00538
142,3558.78,0.44494,0.35456,0.29353,1.06072,0.99461,0.94422,0.97354,0.95571,0.99318,0.94286,0.97092,0.95627,0.15346,0.58305,0.18858,0.83177,0.005347,0.005347,0.005347
143,3583.66,0.44968,0.34206,0.29608,1.06215,0.97851,0.96599,0.9795,0.96028,0.97575,0.96327,0.97699,0.96174,0.14572,0.57441,0.20157,0.82257,0.005314,0.005314,0.005314
144,3608.57,0.44825,0.34237,0.29302,1.06293,0.99533,0.94286,0.97464,0.95561,0.99389,0.9415,0.9714,0.95842,0.15142,0.62857,0.18741,0.82605,0.005281,0.005281,0.005281
145,3633.49,0.44057,0.32781,0.29132,1.05893,0.99088,0.95102,0.964,0.94936,0.98946,0.94966,0.96164,0.95036,0.14353,0.60993,0.2279,0.83405,0.005248,0.005248,0.005248
146,3658.3,0.43866,0.33514,0.29116,1.06838,0.98362,0.9619,0.97781,0.95963,0.98223,0.96054,0.97618,0.96004,0.14459,0.58185,0.1761,0.83415,0.005215,0.005215,0.005215
147,3683.1,0.44531,0.31946,0.29628,1.06347,0.99075,0.95102,0.96947,0.9538,0.98933,0.94966,0.96803,0.95494,0.15303,0.61262,0.17848,0.82821,0.005182,0.005182,0.005182
148,3707.96,0.44545,0.33376,0.29742,1.06182,0.9949,0.94422,0.96255,0.94728,0.99347,0.94286,0.95589,0.94688,0.13903,0.60702,0.21302,0.82281,0.005149,0.005149,0.005149
149,3732.96,0.44566,0.33275,0.29525,1.05898,0.99239,0.94422,0.96362,0.9512,0.99096,0.94286,0.96167,0.95028,0.14028,0.56086,0.21357,0.82177,0.005116,0.005116,0.005116
150,3757.8,0.44641,0.34371,0.29868,1.06058,0.99383,0.94558,0.96523,0.95129,0.99283,0.9425,0.96411,0.95144,0.14563,0.59189,0.26284,0.82821,0.005083,0.005083,0.005083
151,3782.62,0.43529,0.33662,0.28965,1.05764,0.9873,0.95218,0.97311,0.95485,0.98985,0.9483,0.97109,0.95606,0.14708,0.62822,0.20059,0.82561,0.00505,0.00505,0.00505
152,3807.49,0.43916,0.33549,0.2814,1.05456,0.99231,0.94286,0.96715,0.95084,0.99088,0.9415,0.96473,0.94966,0.14275,0.56664,0.20165,0.82197,0.005017,0.005017,0.005017
153,3832.25,0.44469,0.33669,0.2949,1.05643,0.99144,0.94539,0.97103,0.95553,0.99001,0.94403,0.96892,0.95557,0.13794,0.621,0.19651,0.817,0.004984,0.004984,0.004984
154,3857.1,0.43734,0.32748,0.29214,1.05452,0.98864,0.94966,0.96902,0.95394,0.98692,0.9483,0.96767,0.95395,0.14095,0.55321,0.22882,0.8253,0.004951,0.004951,0.004951
155,3881.88,0.44212,0.33612,0.29258,1.06319,0.99005,0.94776,0.97105,0.95194,0.98863,0.9464,0.9674,0.95146,0.14362,0.55249,0.1941,0.82928,0.004918,0.004918,0.004918
156,3906.82,0.43598,0.32424,0.28092,1.0579,0.99098,0.9483,0.9634,0.94765,0.98956,0.94694,0.95887,0.94625,0.14195,0.59371,0.21421,0.81885,0.004885,0.004885,0.004885
157,3931.67,0.44071,0.34287,0.28538,1.06981,0.99569,0.94259,0.96912,0.95388,0.99425,0.94123,0.96662,0.9536,0.14149,0.56569,0.19662,0.81947,0.004852,0.004852,0.004852
158,3956.43,0.43381,0.32821,0.28558,1.05658,0.99007,0.94921,0.9671,0.95446,0.98865,0.94785,0.96426,0.95225,0.1396,0.60406,0.23946,0.81724,0.004819,0.004819,0.004819
159,3981.1,0.43138,0.31521,0.28029,1.05898,0.99292,0.95371,0.96769,0.95357,0.9915,0.95235,0.9655,0.95195,0.14166,0.58379,0.2228,0.82249,0.004786,0.004786,0.004786
160,4005.87,0.4276,0.32179,0.28248,1.05282,0.99571,0.94682,0.96636,0.94874,0.99428,0.94546,0.96236,0.94838,0.14994,0.55564,0.2401,0.82643,0.004753,0.004753,0.004753
161,4030.65,0.43405,0.3238,0.28753,1.05647,0.99292,0.95395,0.97373,0.95823,0.9915,0.95259,0.97174,0.95476,0.1379,0.60155,0.19826,0.82127,0.00472,0.00472,0.00472
162,4055.51,0.437,0.3329,0.28793,1.06172,0.98468,0.96183,0.97895,0.9598,0.98329,0.96047,0.97805,0.95822,0.14755,0.59308,0.20043,0.8308,0.004687,0.004687,0.004687
163,4080.13,0.43255,0.32508,0.28292,1.05441,0.98603,0.96033,0.97754,0.95798,0.98463,0.95897,0.97546,0.9568,0.14407,0.5908,0.2065,0.83242,0.004654,0.004654,0.004654
164,4104.77,0.42657,0.32345,0.28115,1.04557,0.99271,0.94558,0.96537,0.94951,0.99128,0.94422,0.95982,0.94912,0.14185,0.60001,0.24196,0.82436,0.004621,0.004621,0.004621
165,4129.41,0.43291,0.32565,0.28353,1.04854,0.99141,0.94694,0.9647,0.94885,0.98999,0.94558,0.96072,0.94868,0.14241,0.63459,0.23103,0.82558,0.004588,0.004588,0.004588
166,4154.06,0.45081,0.33644,0.29282,1.06624,0.99031,0.94966,0.96652,0.95043,0.98889,0.9483,0.9642,0.95083,0.1533,0.61168,0.25425,0.83135,0.004555,0.004555,0.004555
167,4178.72,0.44225,0.31442,0.28875,1.05639,0.99008,0.95088,0.97456,0.95482,0.98867,0.94952,0.97027,0.95493,0.1513,0.62923,0.20559,0.82831,0.004522,0.004522,0.004522
168,4203.43,0.41932,0.32694,0.27821,1.03736,0.99457,0.94014,0.97043,0.95294,0.99313,0.93878,0.96895,0.95365,0.14253,0.63705,0.18814,0.8277,0.004489,0.004489,0.004489
169,4228.19,0.43275,0.31819,0.28525,1.04957,0.98731,0.95247,0.97188,0.95463,0.9859,0.95111,0.96661,0.95403,0.14905,0.64614,0.18283,0.82786,0.004456,0.004456,0.004456
170,4252.9,0.42821,0.33309,0.2829,1.04947,0.99037,0.95238,0.96982,0.95242,0.98896,0.95102,0.96583,0.95373,0.15102,0.6064,0.19794,0.82801,0.004423,0.004423,0.004423
171,4277.67,0.41852,0.31643,0.27672,1.0427,0.98841,0.9551,0.9717,0.95672,0.98841,0.9551,0.96834,0.95694,0.13737,0.61524,0.19312,0.81771,0.00439,0.00439,0.00439
172,4302.53,0.43782,0.32149,0.28851,1.04955,0.99223,0.94558,0.95956,0.9467,0.99096,0.94422,0.95678,0.94503,0.14502,0.6116,0.23029,0.82758,0.004357,0.004357,0.004357
173,4327.47,0.43494,0.31636,0.28232,1.0451,0.99569,0.94272,0.96514,0.94932,0.99425,0.94136,0.95949,0.94884,0.13868,0.63125,0.2072,0.82302,0.004324,0.004324,0.004324
174,4352.29,0.43515,0.33354,0.28849,1.05248,0.99098,0.9483,0.96793,0.95136,0.98956,0.94694,0.96478,0.95016,0.14378,0.63657,0.19265,0.82475,0.004291,0.004291,0.004291
175,4377.16,0.4188,0.32419,0.2755,1.0354,0.99148,0.94943,0.97321,0.95469,0.99005,0.94807,0.96994,0.95314,0.14088,0.59951,0.1927,0.82542,0.004258,0.004258,0.004258
176,4401.99,0.42143,0.31906,0.27999,1.03553,0.9894,0.95102,0.96811,0.95174,0.98799,0.94966,0.96465,0.95109,0.13868,0.60597,0.19442,0.82414,0.004225,0.004225,0.004225
177,4426.94,0.42749,0.3247,0.2798,1.04119,0.99149,0.95104,0.9745,0.95507,0.99007,0.94968,0.9718,0.95546,0.14077,0.61125,0.1848,0.82864,0.004192,0.004192,0.004192
178,4451.95,0.43745,0.33394,0.27924,1.05387,0.99008,0.95064,0.97315,0.95224,0.98866,0.94928,0.96997,0.95281,0.14488,0.66046,0.17742,0.83385,0.004159,0.004159,0.004159
179,4476.78,0.43094,0.32967,0.28235,1.05273,0.98598,0.95649,0.97719,0.95675,0.98457,0.95513,0.97367,0.9563,0.14298,0.63244,0.17005,0.83246,0.004126,0.004126,0.004126
180,4502.1,0.42966,0.32494,0.28257,1.04573,0.99004,0.9551,0.97735,0.95946,0.98863,0.95374,0.97593,0.95685,0.14156,0.64964,0.17188,0.83482,0.004093,0.004093,0.004093
181,4526.96,0.41943,0.3266,0.27283,1.04241,0.98872,0.95438,0.97734,0.96115,0.98731,0.95302,0.97595,0.95913,0.13536,0.57071,0.18152,0.82768,0.00406,0.00406,0.00406
182,4551.76,0.43339,0.33734,0.28646,1.05699,0.98763,0.94966,0.96784,0.95346,0.98621,0.9483,0.96629,0.95381,0.14273,0.57233,0.20743,0.82803,0.004027,0.004027,0.004027
183,4576.61,0.41838,0.32787,0.26792,1.03936,0.99012,0.9541,0.9755,0.95839,0.9887,0.95274,0.9734,0.95778,0.13285,0.62974,0.17725,0.82273,0.003994,0.003994,0.003994
184,4601.59,0.42752,0.33225,0.27768,1.04543,0.99138,0.95374,0.9709,0.95573,0.98997,0.95238,0.96989,0.955,0.13418,0.61452,0.19203,0.82137,0.003961,0.003961,0.003961
185,4626.53,0.42777,0.31534,0.27873,1.04501,0.99571,0.94681,0.96638,0.95057,0.99428,0.94545,0.96386,0.95041,0.13785,0.66119,0.20198,0.82216,0.003928,0.003928,0.003928
186,4651.54,0.41849,0.31691,0.27178,1.04083,0.99289,0.95051,0.9703,0.9544,0.99147,0.94915,0.96748,0.95439,0.13774,0.64504,0.20031,0.82531,0.003895,0.003895,0.003895
187,4676.44,0.41845,0.30711,0.2767,1.04945,0.9929,0.95081,0.97217,0.95585,0.99148,0.94945,0.97046,0.95614,0.14112,0.62766,0.18456,0.82655,0.003862,0.003862,0.003862
188,4701.18,0.42402,0.31804,0.2757,1.04974,0.99112,0.95102,0.9708,0.9556,0.9897,0.94966,0.96912,0.95543,0.1384,0.60796,0.17519,0.82488,0.003829,0.003829,0.003829
189,4725.87,0.41883,0.31645,0.27248,1.04139,0.9955,0.94558,0.96659,0.9524,0.99406,0.94422,0.96338,0.95039,0.13658,0.62144,0.18439,0.82451,0.003796,0.003796,0.003796
190,4750.65,0.41591,0.31502,0.26801,1.04391,0.99288,0.94861,0.96595,0.95162,0.99146,0.94725,0.96478,0.95174,0.13854,0.62607,0.20841,0.82431,0.003763,0.003763,0.003763
191,4775.49,0.40677,0.3095,0.26743,1.03481,0.9915,0.9522,0.97356,0.95878,0.99008,0.95084,0.97111,0.95785,0.1328,0.61485,0.16931,0.82028,0.00373,0.00373,0.00373
192,4800.25,0.41654,0.32399,0.27372,1.03977,0.99001,0.95238,0.97362,0.95848,0.9886,0.95102,0.971,0.95627,0.13468,0.60236,0.17599,0.82188,0.003697,0.003697,0.003697
193,4825.11,0.41528,0.29795,0.2681,1.04136,0.98871,0.95359,0.97371,0.95655,0.9873,0.95229,0.97159,0.95694,0.14018,0.61297,0.17009,0.82273,0.003664,0.003664,0.003664
194,4849.96,0.41253,0.30283,0.26392,1.03884,0.98959,0.95102,0.97087,0.95529,0.98818,0.94966,0.96939,0.95549,0.13561,0.62044,0.17859,0.82332,0.003631,0.003631,0.003631
195,4874.81,0.41773,0.31553,0.27553,1.04945,0.98745,0.95238,0.96802,0.95345,0.98604,0.95102,0.96641,0.95329,0.13979,0.60283,0.18171,0.82793,0.003598,0.003598,0.003598
196,4899.81,0.41062,0.32723,0.27563,1.03693,0.99009,0.95182,0.97179,0.95721,0.98868,0.95046,0.96998,0.95577,0.13624,0.62416,0.17503,0.82437,0.003565,0.003565,0.003565
197,4924.73,0.40678,0.3102,0.27035,1.04071,0.99017,0.9596,0.97666,0.95794,0.98877,0.95824,0.97163,0.95786,0.13563,0.64676,0.16971,0.82532,0.003532,0.003532,0.003532
198,4949.5,0.4266,0.31988,0.27943,1.05614,0.98874,0.95597,0.97192,0.95651,0.98734,0.95461,0.96873,0.95639,0.13379,0.62834,0.16971,0.82199,0.003499,0.003499,0.003499
199,4974.32,0.42488,0.29988,0.27483,1.05362,0.99353,0.94558,0.96874,0.95596,0.9921,0.94422,0.96636,0.95448,0.13099,0.63298,0.16694,0.81757,0.003466,0.003466,0.003466
200,4999.17,0.42122,0.31769,0.27288,1.04511,0.98991,0.95782,0.97437,0.95913,0.9885,0.95646,0.9725,0.95841,0.13169,0.62816,0.16393,0.8166,0.003433,0.003433,0.003433
201,5024.17,0.41659,0.312,0.26725,1.04474,0.9859,0.95147,0.9718,0.95729,0.98449,0.95011,0.97008,0.95754,0.13272,0.62012,0.16844,0.8185,0.0034,0.0034,0.0034
202,5049.17,0.41721,0.31299,0.27087,1.03677,0.99428,0.94626,0.9675,0.95367,0.99285,0.9449,0.96456,0.95357,0.13394,0.60608,0.18723,0.82132,0.003367,0.003367,0.003367
203,5074.02,0.42088,0.31219,0.2717,1.04565,0.99147,0.94938,0.96965,0.95507,0.99005,0.94802,0.96718,0.95431,0.13417,0.61672,0.17917,0.81771,0.003334,0.003334,0.003334
204,5098.9,0.40251,0.30645,0.26289,1.03607,0.98729,0.95143,0.96856,0.95484,0.98588,0.95007,0.96576,0.95438,0.13316,0.6184,0.17941,0.81829,0.003301,0.003301,0.003301
205,5123.74,0.41351,0.29956,0.26713,1.04562,0.99162,0.9483,0.96805,0.95385,0.9902,0.94694,0.96558,0.95252,0.1318,0.64591,0.18839,0.81818,0.003268,0.003268,0.003268
206,5148.58,0.4151,0.31084,0.26565,1.04376,0.99286,0.95238,0.97317,0.95717,0.99144,0.95102,0.97083,0.9563,0.13145,0.6296,0.19042,0.81758,0.003235,0.003235,0.003235
207,5173.79,0.4085,0.31472,0.26391,1.02865,0.99214,0.95102,0.9757,0.95974,0.99072,0.94966,0.97249,0.95785,0.13405,0.64086,0.17666,0.81765,0.003202,0.003202,0.003202
208,5198.85,0.41455,0.30951,0.27029,1.03751,0.99136,0.95238,0.97391,0.95788,0.98994,0.95102,0.97129,0.95693,0.13536,0.64336,0.17986,0.8194,0.003169,0.003169,0.003169
209,5223.69,0.40442,0.30426,0.26469,1.03321,0.99098,0.95238,0.97588,0.95893,0.98957,0.95102,0.97242,0.95762,0.13356,0.65643,0.16579,0.821,0.003136,0.003136,0.003136
210,5248.52,0.41405,0.31591,0.26786,1.03471,0.99284,0.95374,0.97536,0.95947,0.99142,0.95238,0.97056,0.95735,0.13123,0.64209,0.16815,0.8191,0.003103,0.003103,0.003103
211,5273.36,0.40909,0.29667,0.25853,1.03147,0.99149,0.95078,0.97407,0.95794,0.99007,0.94942,0.97095,0.95682,0.13192,0.63776,0.17389,0.81889,0.00307,0.00307,0.00307
212,5298.27,0.41168,0.32288,0.26957,1.03457,0.98957,0.95102,0.97151,0.9553,0.98815,0.94966,0.96784,0.95477,0.13318,0.63544,0.17451,0.82017,0.003037,0.003037,0.003037
213,5323.09,0.39355,0.30815,0.26348,1.02409,0.99134,0.94966,0.96661,0.95028,0.98992,0.9483,0.96461,0.95123,0.13711,0.64236,0.19061,0.82367,0.003004,0.003004,0.003004
214,5347.96,0.40548,0.30539,0.26299,1.03546,0.98729,0.95104,0.96758,0.95283,0.98588,0.94971,0.9653,0.95238,0.13545,0.64984,0.19434,0.82461,0.002971,0.002971,0.002971
215,5372.75,0.41201,0.31585,0.26931,1.03714,0.98867,0.94963,0.96782,0.95295,0.98725,0.94828,0.96471,0.95208,0.1329,0.64704,0.19249,0.82287,0.002938,0.002938,0.002938
216,5397.47,0.39909,0.29169,0.2561,1.02837,0.98805,0.9551,0.9727,0.95702,0.98664,0.95374,0.96929,0.95599,0.13431,0.65957,0.17971,0.8233,0.002905,0.002905,0.002905
217,5422.21,0.40725,0.31575,0.25977,1.03208,0.99011,0.95362,0.9706,0.95504,0.9887,0.95226,0.96719,0.9547,0.13114,0.64974,0.17892,0.82504,0.002872,0.002872,0.002872
218,5446.91,0.40923,0.30561,0.26878,1.03004,0.98902,0.95374,0.9695,0.95518,0.98868,0.95052,0.96694,0.95483,0.12998,0.65262,0.16564,0.82418,0.002839,0.002839,0.002839
219,5471.83,0.40704,0.29446,0.26213,1.02763,0.99146,0.94815,0.96692,0.9526,0.99004,0.94679,0.96317,0.95106,0.13,0.6402,0.17537,0.82437,0.002806,0.002806,0.002806
220,5496.68,0.39813,0.29921,0.25539,1.02313,0.99148,0.94942,0.96773,0.95312,0.99005,0.94806,0.96435,0.95258,0.13086,0.63742,0.1732,0.82476,0.002773,0.002773,0.002773
221,5521.66,0.41885,0.32042,0.27088,1.0384,0.99006,0.95102,0.96822,0.95239,0.98865,0.94966,0.96467,0.95247,0.12892,0.6294,0.17291,0.82204,0.00274,0.00274,0.00274
222,5546.49,0.40272,0.30861,0.25655,1.03587,0.99118,0.9483,0.96863,0.95399,0.98975,0.94694,0.96548,0.95248,0.12929,0.61034,0.17399,0.82183,0.002707,0.002707,0.002707
223,5571.32,0.4062,0.29375,0.25584,1.02914,0.99147,0.94906,0.96735,0.95298,0.99005,0.94772,0.96448,0.9517,0.13005,0.61476,0.19302,0.82216,0.002674,0.002674,0.002674
224,5596.11,0.39711,0.28484,0.25403,1.0226,0.9915,0.95223,0.96843,0.95432,0.99008,0.95087,0.96593,0.95304,0.13037,0.61535,0.18749,0.82152,0.002641,0.002641,0.002641
225,5620.91,0.40054,0.30126,0.25593,1.02232,0.99109,0.95238,0.96801,0.95458,0.98968,0.95102,0.96602,0.95324,0.12748,0.60557,0.18724,0.81761,0.002608,0.002608,0.002608
226,5645.74,0.39423,0.30787,0.25543,1.0224,0.99008,0.95009,0.97,0.955,0.98866,0.94873,0.96678,0.95405,0.12759,0.60488,0.17983,0.81575,0.002575,0.002575,0.002575
227,5670.53,0.41073,0.29852,0.26214,1.03486,0.99147,0.94882,0.97059,0.95609,0.99005,0.94746,0.9684,0.95519,0.12967,0.63173,0.17687,0.81861,0.002542,0.002542,0.002542
228,5695.38,0.39608,0.28168,0.25444,1.02502,0.99063,0.94966,0.96939,0.9539,0.98921,0.9483,0.9664,0.95388,0.13068,0.65082,0.17494,0.82005,0.002509,0.002509,0.002509
229,5720.18,0.40278,0.30545,0.26377,1.01859,0.99084,0.95102,0.97083,0.95599,0.98942,0.94966,0.96895,0.95515,0.1317,0.65096,0.19468,0.82065,0.002476,0.002476,0.002476
230,5744.94,0.40795,0.28863,0.26071,1.03268,0.99011,0.95323,0.97431,0.95796,0.98869,0.95186,0.97253,0.95717,0.13472,0.65436,0.18399,0.82038,0.002443,0.002443,0.002443
231,5769.73,0.39537,0.27981,0.25119,1.02508,0.99051,0.95102,0.97255,0.95623,0.9891,0.94966,0.97125,0.95632,0.13573,0.66036,0.17647,0.82233,0.00241,0.00241,0.00241
232,5794.8,0.40079,0.30374,0.2541,1.02201,0.9887,0.95245,0.97377,0.95762,0.98729,0.95109,0.97194,0.95628,0.13434,0.6698,0.18014,0.82253,0.002377,0.002377,0.002377
233,5819.87,0.39929,0.29597,0.25964,1.02523,0.98993,0.95102,0.97264,0.95773,0.98851,0.94966,0.97144,0.95658,0.13244,0.67879,0.1808,0.82224,0.002344,0.002344,0.002344
234,5844.67,0.41224,0.30318,0.26622,1.0333,0.9914,0.94966,0.97513,0.95915,0.98998,0.9483,0.97297,0.95711,0.13228,0.67289,0.18901,0.82348,0.002311,0.002311,0.002311
235,5869.45,0.39732,0.29872,0.25814,1.02925,0.99148,0.94945,0.97308,0.95573,0.99005,0.94809,0.97179,0.95465,0.1331,0.67186,0.20555,0.82579,0.002278,0.002278,0.002278
236,5894.22,0.40179,0.29557,0.25586,1.02953,0.99132,0.94966,0.97293,0.95535,0.9899,0.9483,0.97099,0.95418,0.13314,0.6597,0.19913,0.82571,0.002245,0.002245,0.002245
237,5918.91,0.39152,0.2874,0.24628,1.02476,0.99097,0.94966,0.97313,0.95675,0.98955,0.9483,0.97121,0.95389,0.13447,0.66093,0.19384,0.82731,0.002212,0.002212,0.002212
238,5943.67,0.3948,0.2908,0.24874,1.02334,0.99131,0.94966,0.97439,0.95623,0.98989,0.9483,0.97062,0.95488,0.13317,0.68865,0.17311,0.82558,0.002179,0.002179,0.002179
239,5968.56,0.40283,0.29661,0.25847,1.02865,0.99149,0.95088,0.97411,0.95647,0.99007,0.94952,0.97148,0.95546,0.13281,0.68829,0.16923,0.82542,0.002146,0.002146,0.002146
240,5993.4,0.40652,0.29111,0.25644,1.0272,0.99051,0.95238,0.97473,0.9568,0.98909,0.95102,0.9727,0.95494,0.13359,0.67758,0.16923,0.82561,0.002113,0.002113,0.002113
241,6018.23,0.4022,0.29709,0.25588,1.02612,0.99225,0.95102,0.97354,0.95653,0.99083,0.94966,0.97174,0.95516,0.13279,0.67203,0.1732,0.82347,0.00208,0.00208,0.00208
242,6043.08,0.40407,0.29556,0.25825,1.0306,0.99133,0.95102,0.97246,0.9565,0.98991,0.94966,0.97094,0.95575,0.13337,0.65672,0.1716,0.825,0.002047,0.002047,0.002047
243,6067.84,0.41261,0.31293,0.26032,1.04151,0.9899,0.95374,0.97218,0.95675,0.98848,0.95238,0.97039,0.9549,0.13294,0.65423,0.17982,0.82503,0.002014,0.002014,0.002014
